annotation	cutoff.trusted	cutoff.noise	type	ec
TIGR04066	200	125	hypoth_equivalog	
TIGR04067	45	30	equivalog	
TIGR04068	500	375	equivalog	
TIGR04069	70	50	hypoth_equivalog	
TIGR04070	400	350	equivalog	4.1.99.14
TIGR04071	27.5	22.5	subfamily	
TIGR04072	180	170	hypoth_equivalog	
TIGR04073	50	40	subfamily	
TIGR04074	340	200	equivalog	2.1.1.-
TIGR04075	750	550	equivalog	
TIGR04076	33	17	subfamily	
TIGR04077	35	25	subfamily	
TIGR04078	300	220	equivalog	
TIGR04079	35	25	subfamily	
TIGR04080	500	100	equivalog	
TIGR04081	32	28	subfamily	
TIGR04082	350	250	hypoth_equivalog	
TIGR04083	300	200	hypoth_equivalog	
TIGR04084	225	175	subfamily	
TIGR04085	27	16	domain	
TIGR04086	30	27	hypoth_equivalog	
TIGR04087	80	30	equivalog	
TIGR04088	19	16	domain	
TIGR04089	60	25	subfamily	
TIGR04090	60	42	subfamily	
TIGR04091	375	250	equivalog	
TIGR04092	150	125	equivalog	
TIGR04093	385	340	exception	
TIGR04094	200	160	equivalog	
TIGR04095	600	550	equivalog_domain	
TIGR04096	150	75	subfamily	2.-.-.-
TIGR04098	100	35	domain	
TIGR04099	125	90	hypoth_equivalog	
TIGR04100	262	260	hypoth_equivalog	
TIGR04101	28	22	hypoth_equivalog	
TIGR04102	68	55	hypoth_equivalog	
TIGR04103	725	675	equivalog	
TIGR04104	45	35	subfamily	
TIGR04105	450	380	subfamily	1.12.-.-
TIGR04106	125	30	equivalog	
TIGR04107	400	275	equivalog	
TIGR04108	110	80	hypoth_equivalog	
TIGR04109	240	180	equivalog	1.14.99.3
TIGR04110	225	210	equivalog	
TIGR04111	34	31	hypoth_equivalog	
TIGR04112	200	90	hypoth_equivalog	
TIGR04113	150	30	hypoth_equivalog	
TIGR04114	20	16	repeat	
TIGR04115	350	200	equivalog_domain	
TIGR04116	50	27	hypoth_equivalog	
TIGR04117	50	40	paralog	
TIGR04118	35	25	subfamily	
TIGR04119	150	85	equivalog_domain	
TIGR04120	400	340	equivalog	6.5.1.1
TIGR04121	850	750	equivalog	3.6.4.-
TIGR04122	325	275	equivalog	
TIGR04123	150	130	hypoth_equivalog	
TIGR04124	95	65	hypoth_equivalog	
TIGR04125	75	60	equivalog	3.4.22.-
TIGR04126	24.5	22.5	domain	
TIGR04127	35	25	hypoth_equivalog	
TIGR04128	90	70	equivalog	
TIGR04129	35	25	hypoth_equivalog	
TIGR04130	730	650	equivalog	5.1.3.- 4.2.1.-
TIGR04131	35	27	domain	
TIGR04132	350	250	hypoth_equivalog	6.3.2.-
TIGR04133	425	375	hypoth_equivalog	
TIGR04134	39.8	38	hypoth_equivalog	
TIGR04135	45	35	subfamily	
TIGR04136	400	250	hypoth_equivalog	
TIGR04137	50	27	hypoth_equivalog	
TIGR04138	60	25	hypoth_equivalog	
TIGR04139	40	30	subfamily	
TIGR04140	45	35	subfamily	
TIGR04141	35	25	subfamily	
TIGR04142	250	75	hypoth_equivalog	
TIGR04143	30	25	domain	
TIGR04144	150	70	equivalog	3.4.22.-
TIGR04145	35	25	hypoth_equivalog_domain	
TIGR04146	320	270	equivalog	2.5.1.41
TIGR04147	300	275	equivalog	2.5.1.41
TIGR04148	300	240	equivalog	
TIGR04149	25	22	domain	
TIGR04150	250	75	subfamily	
TIGR04151	300	200	exception	3.4.22.-
TIGR04152	400	275	exception	3.4.22.-
TIGR04153	100	25	subfamily	
TIGR04154	450	350	subfamily	2.4.1.-
TIGR04155	21.6	18.75	subfamily_domain	
TIGR04156	300	80	hypoth_equivalog	3.4.22.-
TIGR04157	400	300	subfamily	2.4.1.-
TIGR04158	400	260	equivalog	4.1.-.-
TIGR04159	120	110	equivalog	
TIGR04160	75	50	equivalog_domain	
TIGR04161	33	30	hypoth_equivalog_domain	
TIGR04162	150	100	equivalog	3.4.22.-
TIGR04163	375	250	equivalog	
TIGR04164	35	25	equivalog	
TIGR04165	60	50	hypoth_equivalog	
TIGR04166	50	35	equivalog	2.1.1.86
TIGR04167	300	140	subfamily	
TIGR04168	200	50	hypoth_equivalog	
TIGR04169	120	95	hypoth_equivalog	
TIGR04170	750	500	exception	1.17.4.1
TIGR04171	355	270	exception	1.17.4.1
TIGR04172	450	250	hypoth_equivalog	
TIGR04173	30	25	subfamily_domain	
TIGR04174	20.5	20	subfamily_domain	
TIGR04175	125	75	hypoth_equivalog	3.4.22.-
TIGR04176	88	85	equivalog	
TIGR04177	86	85	hypoth_equivalog	3.4.22.-
TIGR04178	23	22	signature	
TIGR04179	150	30	hypoth_equivalog	
TIGR04180	475	365	hypoth_equivalog	
TIGR04181	420	416	hypoth_equivalog	
TIGR04182	325	275	equivalog	
TIGR04183	23	20	domain	
TIGR04184	475	450	equivalog	
TIGR04185	425	400	equivalog	
TIGR04186	25	21	domain	
TIGR04187	350	325	subfamily	
TIGR04188	380	350	subfamily	
TIGR04189	200	30	equivalog	
TIGR04190	500	300	hypoth_equivalog	
TIGR04191	100	25	subfamily	1.-.-.-
TIGR04192	230	220	equivalog	
TIGR04193	175	125	equivalog	
TIGR04194	33	25	domain	
TIGR04195	350	250	equivalog	2.4.1.-
TIGR04196	40	33	subfamily	
TIGR04197	26	21	subfamily	
TIGR04198	185	50	equivalog_domain	
TIGR04199	200	85	exception	3.4.22.-
TIGR04200	40	29	paralog	
TIGR04201	25	22	repeat	
TIGR04202	40	25	signature	3.1.-.-
TIGR04203	60	33	repeat	
TIGR04204	150	55	subfamily_domain	
TIGR04205	65	50	hypoth_equivalog	
TIGR04206	90	20	hypoth_equivalog	
TIGR04207	24.6	24	domain	
TIGR04209	45	40	subfamily	
TIGR04210	28	22	equivalog_domain	
TIGR04211	65	60	hypoth_equivalog	
TIGR04212	295	210	hypoth_equivalog	
TIGR04213	28	22	domain	
TIGR04214	25	21.5	domain	
TIGR04215	29	23	domain	
TIGR04216	400	150	equivalog	
TIGR04217	200	155	exception	2.7.8.-
TIGR04218	45	30	subfamily	
TIGR04219	105	80	subfamily	
TIGR04220	55	33	hypoth_equivalog	
TIGR04221	725	690	equivalog	
TIGR04222	43	28	domain	
TIGR04223	19	16.8	subfamily	
TIGR04224	25	23	equivalog_domain	
TIGR04225	60	40	repeat	
TIGR04226	30	28	domain	
TIGR04227	50	21	repeat	
TIGR04228	36	25	domain	
TIGR04229	30	26	hypoth_equivalog	
TIGR04230	75	25	equivalog	
TIGR04231	80	27	equivalog	
TIGR04232	100	25	equivalog	
TIGR04233	75	24	equivalog	
TIGR04234	150	35	equivalog	2.7.7.48
TIGR04235	80	25	equivalog	
TIGR04236	125	22	equivalog	
TIGR04237	45	24	equivalog	
TIGR04238	125	105	equivalog	
TIGR04239	250	220	equivalog	3.4.21.105
TIGR04240	26	25	equivalog_domain	
TIGR04241	37	25	equivalog_domain	
TIGR04242	550	350	equivalog	2.4.1.-
TIGR04243	240	210	equivalog	3.5.1.-
TIGR04244	625	525	equivalog	1.7.2.4
TIGR04245	175	125	subfamily	
TIGR04246	625	550	equivalog_domain	1.7.2.4
TIGR04247	300	290	subfamily	
TIGR04248	100	80	equivalog	
TIGR04249	125	65	hypoth_equivalog	
TIGR04250	400	175	equivalog	
TIGR04251	400	200	equivalog	
TIGR04252	35	25	hypoth_equivalog	
TIGR04253	725	625	equivalog	5.-.-.-
TIGR04254	44	22	subfamily	
TIGR04255	30	22	subfamily	
TIGR04256	35	32	subfamily	
TIGR04257	40	30	domain	
TIGR04258	40	23	equivalog_domain	
TIGR04259	335	290	equivalog	
TIGR04260	31	28	hypoth_equivalog	
TIGR04261	310	275	subfamily	
TIGR04262	190	140	subfamily	
TIGR04263	60	40	subfamily_domain	
TIGR04264	250	100	equivalog_domain	
TIGR04265	290	280	equivalog	2.7.8.-
TIGR04266	625	400	equivalog	1.1.99.37
TIGR04267	25	24	domain	
TIGR04268	28	22	hypoth_equivalog	
TIGR04269	370	355	subfamily_domain	
TIGR04270	500	200	subfamily	
TIGR04271	70	55	equivalog_domain	
TIGR04272	36	24	domain	
TIGR04273	250	100	equivalog	
TIGR04274	80	50	equivalog	3.2.2.15
TIGR04275	85	36	repeat	
TIGR04276	55	40	hypoth_equivalog_domain	
TIGR04277	500	300	equivalog_domain	4.2.1.123
TIGR04278	450	425	equivalog	
TIGR04279	35	20	domain	
TIGR04280	400	275	hypoth_equivalog	
TIGR04281	325	240	hypoth_equivalog	
TIGR04282	134	125	hypoth_equivalog	2.-.-.-
TIGR04283	182	175	hypoth_equivalog	2.-.-.-
TIGR04284	775	750	hypoth_equivalog	1.2.1.-
TIGR04285	315	290	exception	
TIGR04286	150	80	equivalog	
TIGR04287	55	40	equivalog	3.4.22.-
TIGR04288	18	16	domain	
TIGR04289	50	33	domain	
TIGR04290	300	250	hypoth_equivalog	2.1.1.-
TIGR04291	650	525	equivalog	3.6.1.-
TIGR04292	200	90	hypoth_equivalog	
TIGR04293	150	45	hypoth_equivalog	
TIGR04294	16	10	domain	
TIGR04295	400	260	hypoth_equivalog	
TIGR04296	25	24	domain	
TIGR04297	250	40	hypoth_equivalog	
TIGR04298	750	725	equivalog	
TIGR04299	560	550	equivalog	
TIGR04300	125	70	exception	
TIGR04301	1310	1305	exception	4.1.1.17
TIGR04302	100	50	hypoth_equivalog	
TIGR04303	400	225	hypoth_equivalog	
TIGR04304	300	75	hypoth_equivalog	
TIGR04305	200	175	subfamily	
TIGR04306	130	120	equivalog	3.5.99.2
TIGR04307	40	16	repeat	
TIGR04308	35	27	repeat	
TIGR04309	35	34	subfamily	
TIGR04310	35	22	subfamily	
TIGR04311	400	300	subfamily	
TIGR04312	100	90	subfamily_domain	
TIGR04313	40	28.5	subfamily	
TIGR04314	250	75	equivalog	
TIGR04315	375	325	subfamily	1.-.-.-
TIGR04316	300	285	equivalog	1.3.1.28
TIGR04317	380	325	equivalog	
TIGR04318	950	860	hypoth_equivalog	4.1.1.-
TIGR04319	120	100	repeat	
TIGR04320	70	65	domain	
TIGR04321	250	125	subfamily	
TIGR04322	200	160	equivalog	
TIGR04323	55	35	subfamily	
TIGR04324	150	80	subfamily	1.-.-.-
TIGR04325	80	40	subfamily	2.1.1.-
TIGR04326	250	50	subfamily	
TIGR04327	120	40	subfamily	
TIGR04328	70	60	exception	
TIGR04329	300	160	exception	
TIGR04330	300	30	equivalog	
TIGR04331	225	50	subfamily	
TIGR04332	100	30	subfamily	
TIGR04333	31	25	subfamily	
TIGR04334	600	500	equivalog	
TIGR04335	99	96	hypoth_equivalog	
TIGR04336	26	20	hypoth_equivalog	
TIGR04337	220	160	hypoth_equivalog	
TIGR04338	90	30	hypoth_equivalog	
TIGR04339	75	35	hypoth_equivalog	
TIGR04340	400	300	hypoth_equivalog	
TIGR04341	28	24	subfamily	
TIGR04342	32	27	subfamily	
TIGR04343	400	375	equivalog	4.4.-.-
TIGR04344	400	325	equivalog_domain	
TIGR04345	170	155	equivalog_domain	
TIGR04346	100	40	subfamily	
TIGR04347	525	480	subfamily	
TIGR04348	300	275	hypoth_equivalog	2.4.1.-
TIGR04349	300	295	hypoth_equivalog	
TIGR04350	340	325	subfamily	4.4.-.-
TIGR04351	65	60	subfamily	
TIGR04352	200	140	hypoth_equivalog	
TIGR04353	35	34	subfamily	
TIGR04354	31	28	domain	
TIGR04355	200	60	hypoth_equivalog	
TIGR04356	300	175	hypoth_equivalog	
TIGR04357	340	220	hypoth_equivalog	
TIGR04358	40	30	subfamily_domain	
TIGR04359	23	22	equivalog	
TIGR04360	33	26	hypoth_equivalog	
TIGR04361	50	40	equivalog	
TIGR04362	120	100	subfamily_domain	
TIGR04363	30	25	subfamily	
TIGR04364	320	225	equivalog_domain	
TIGR04365	170	160	equivalog	
TIGR04366	42	39	subfamily	
TIGR04367	650	350	equivalog	
TIGR04368	650	525	equivalog	5.4.3.9
TIGR04369	700	550	hypoth_equivalog	
TIGR04370	40	35	subfamily	
TIGR04371	44	41	subfamily	2.1.1.-
TIGR04372	45	40	domain	
TIGR04373	71	69	signature	
TIGR04374	70	35	hypoth_equivalog	
TIGR04375	125	90	hypoth_equivalog	
TIGR04376	125	90	hypoth_equivalog	
TIGR04377	715	695	equivalog	3.7.1.-
TIGR04378	205	180	equivalog	5.3.1.-
TIGR04379	290	250	equivalog	4.2.1.44
TIGR04380	355	330	equivalog	1.1.1.18
TIGR04381	30	28	domain	
TIGR04382	300	270	equivalog_domain	2.7.1.92
TIGR04383	50	40	equivalog	
TIGR04384	500	450	equivalog	2.1.3.6
TIGR04385	450	300	hypoth_equivalog	
TIGR04386	700	675	exception	
TIGR04387	60	30	equivalog	
TIGR04388	45	40	subfamily	
TIGR04389	100	40	subfamily	
TIGR04390	32	31.5	domain	
TIGR04391	24	22	subfamily	
TIGR04392	200	30	equivalog	
TIGR04393	23	20	repeat	
TIGR04394	1050	825	equivalog	4.3.99.4
TIGR04395	360	345	equivalog	1.97.-.-
TIGR04396	56	55	subfamily_domain	
TIGR04397	1085	1080	exception	
TIGR04398	28.5	25	domain	
TIGR04399	250	200	equivalog	
TIGR04400	200	50	hypoth_equivalog	3.1.3.-
TIGR04401	100	70	subfamily	
TIGR04402	65	35	subfamily	
TIGR04403	300	200	equivalog	
TIGR04404	45	25	equivalog	
TIGR04405	150	25	equivalog	
TIGR04406	240	200	equivalog	
TIGR04407	230	170	equivalog	
TIGR04408	240	150	equivalog	
TIGR04409	38	37.5	equivalog	
TIGR04410	50	30	equivalog	
TIGR04411	50	49.5	equivalog	
TIGR04412	60	36	equivalog	
TIGR04413	150	50	hypoth_equivalog	
TIGR04414	200	65	equivalog	2.4.1.-
TIGR04415	30	20	repeat	
TIGR04416	300	180	equivalog	2.7.7.49
TIGR04417	100	25	subfamily	
TIGR04418	72	70	exception	
TIGR04419	300	200	equivalog	
TIGR04420	90	40	hypoth_equivalog	
TIGR04421	250	125	hypoth_equivalog	
TIGR04422	75	50	hypoth_equivalog	
TIGR04423	40	25	hypoth_equivalog	
TIGR04424	65	25	subfamily	
TIGR04425	400	340	subfamily	4.2.3.-
TIGR04426	450	80	equivalog	
TIGR04427	650	580	equivalog	2.-.-.-
TIGR04428	500	300	equivalog	2.1.1.106
TIGR04429	25	23.7	subfamily_domain	
TIGR04430	135	120	equivalog	
TIGR04431	260	235	equivalog	2.3.1.82
TIGR04432	550	450	equivalog	2.1.1.224
TIGR04433	25	23	subfamily	
TIGR04434	550	400	hypoth_equivalog	
TIGR04435	300	200	hypoth_equivalog	
TIGR04436	200	65	subfamily	1.-.-.-
TIGR04437	200	40	equivalog	2.4.1.-
TIGR04438	36	28	hypoth_equivalog	
TIGR04439	700	550	equivalog	1.14.13.-
TIGR04440	70	68	domain	2.-.-.-
TIGR04441	150	30	subfamily	
TIGR04442	150	40	hypoth_equivalog	
TIGR04443	300	150	equivalog	6.3.2.32
TIGR04444	325	275	subfamily	4.1.3.-
TIGR04445	140	30	subfamily	2.5.1.-
TIGR04446	35	31	subfamily	
TIGR04447	30	25	domain	
TIGR04448	235	215	equivalog	3.5.2.10
TIGR04449	24	22.5	subfamily_domain	
TIGR04450	27	25	subfamily	
TIGR04451	40	25	equivalog	
TIGR04452	28	24	subfamily	
TIGR04453	34	25	subfamily	
TIGR04454	35	25	hypoth_equivalog	
TIGR04455	60	30	hypoth_equivalog	
TIGR04456	36	28	domain	
TIGR04457	50	25	equivalog	
TIGR04458	500	250	equivalog	1.-.-.-
TIGR04459	38	25	equivalog	
TIGR04460	380	240	equivalog	
TIGR04461	540	400	equivalog	2.-.-.-
TIGR04462	450	300	equivalog	2.-.-.-
TIGR04463	525	400	equivalog	
TIGR04464	60	33	equivalog	
TIGR04465	470	280	equivalog	1.-.-.-
TIGR04466	400	125	equivalog	4.1.-.-
TIGR04467	300	100	equivalog	2.4.1.-
TIGR04468	600	500	equivalog	5.4.3.-
TIGR04469	150	50	equivalog	
TIGR04470	410	375	hypoth_equivalog	
TIGR04471	355	280	hypoth_equivalog	
TIGR04472	240	200	hypoth_equivalog	
TIGR04473	1250	850	exception	5.4.3.10
TIGR04474	53	40	subfamily	
TIGR04475	800	525	equivalog	5.4.3.11
TIGR04476	200	100	equivalog	3.4.22.-
TIGR04477	250	125	hypoth_equivalog	
TIGR04478	250	120	equivalog	
TIGR04479	600	400	subfamily	2.1.-.-
TIGR04480	700	350	equivalog	1.21.4.1
TIGR04481	490	300	equivalog	
TIGR04482	320	310	equivalog	
TIGR04483	300	225	equivalog	1.21.4.1
TIGR04484	110	100	equivalog	
TIGR04485	61	60	equivalog	
TIGR04486	550	375	equivalog	
TIGR04487	172	162	exception	
TIGR04488	125	120	equivalog	
TIGR04489	250	90	equivalog	3.4.22.-
TIGR04490	76	69	equivalog	
TIGR04491	400	100	equivalog	
TIGR04492	1250	1100	equivalog	
TIGR04493	50	35	equivalog	
TIGR04494	122	118	equivalog	
TIGR04495	33	25	subfamily	
TIGR04496	450	330	equivalog	
TIGR04497	32	28	subfamily	
TIGR04498	27	23	subfamily	
TIGR04499	250	150	subfamily	
TIGR04500	180	120	subfamily	
TIGR04501	310	250	equivalog	
TIGR04502	300	250	equivalog	
TIGR04503	200	160	hypoth_equivalog	
TIGR04504	250	235	subfamily	1.1.99.-
TIGR04505	175	125	equivalog	
TIGR04506	650	350	equivalog	2.2.1.8
TIGR04507	400	225	equivalog	2.5.1.63
TIGR04508	240	200	equivalog	4.3.99.3
TIGR04509	34	33	subfamily	
TIGR04510	400	320	subfamily	
TIGR04511	240	220	exception	
TIGR04512	125	40	subfamily	
TIGR04513	32	26	subfamily_domain	
TIGR04514	28	26	domain	
TIGR04515	343	280	subfamily	
TIGR04516	440	400	subfamily	2.4.1.-
TIGR04517	325	300	subfamily	
TIGR04518	60	45	subfamily	
TIGR04519	20.6	20.5	equivalog_domain	
TIGR04520	315	270	equivalog	3.6.3.-
TIGR04521	330	280	equivalog	3.6.3.-
TIGR04522	60	56	hypoth_equivalog	
TIGR04523	270	200	subfamily	
TIGR04524	40	28	domain	
TIGR04525	140	40	equivalog	
TIGR04526	150	45	subfamily	
TIGR04527	125	85	subfamily	
TIGR04528	650	575	subfamily	
TIGR04529	32	30	subfamily	
TIGR04530	120	100	equivalog	
TIGR04531	300	180	subfamily	1.14.-.-
TIGR04532	168	165	subfamily_domain	
TIGR04533	65	45	hypoth_equivalog	
TIGR04534	30	21	repeat	
TIGR04535	125	115	hypoth_equivalog	
TIGR04536	100	30	hypoth_equivalog	
TIGR04537	11	10.8	domain	
TIGR04538	500	400	subfamily	
TIGR04539	45	34	subfamily	
TIGR04540	50	33	hypoth_equivalog	
TIGR04541	175	50	equivalog	2.5.1.2
TIGR04542	400	325	hypoth_equivalog	1.-.-.-
TIGR04543	425	400	equivalog	2.1.1.243
TIGR04544	350	180	equivalog	2.6.-.-
TIGR04545	500	425	equivalog	1.3.99.-
TIGR04546	650	600	equivalog	
TIGR04547	65	55	subfamily	
TIGR04548	100	75	hypoth_equivalog	
TIGR04549	75	65	subfamily	
TIGR04550	80	28	equivalog	
TIGR04551	300	110	subfamily	
TIGR04552	125	35	subfamily	
TIGR04553	250	240	hypoth_equivalog	
TIGR04554	40	30	hypoth_equivalog	
TIGR04555	420	330	equivalog	1.8.2.1
TIGR04556	80	40	domain	
TIGR04557	140	135	equivalog	
TIGR04558	300	240	hypoth_equivalog	
TIGR04559	280	240	hypoth_equivalog_domain	3.-.-.-
TIGR04560	26	24	equivalog	
TIGR04561	30	29.5	hypoth_equivalog	
TIGR04562	140	40	subfamily	
TIGR04563	65	35	subfamily	
TIGR04564	22.5	21.9	domain	
TIGR04565	60	50	subfamily_domain	
TIGR04566	80	35	subfamily_domain	
TIGR04567	42	40	equivalog	2.7.7.6
TIGR04568	200	135	equivalog	
TIGR04569	180	110	equivalog	
TIGR04570	50	27.5	hypoth_equivalog	
TIGR04571	325	275	exception	2.1.1.-
